"","datetime","record","BattV","PTemp_C","Ta_2m","Huma_2m","Ta_10m","Huma_10m","rad_sw_in","rad_sw_out","rad_lw_in","rad_lw_out","CNR4TC","CNR4TK","RsNet","RlNet","Albedo","rad_net","LUpCo","LDnCo","water_vol_soil","EC","Ts","P","PA","VR","heatflux_soil","Windspeed_2m","Wind_direction_3m","WSDiag_1","Windspeed_10m","Wind_direction_10m","WSDiag_2","PCP"
"58471","2018-08-19 11:50:00",1457,14.22,25.81,25.72,33.73,25.99,32.74,90.2,38.65,-17.39,-1.835,26.58,299.7,51.52,-15.55,"0.429",35.96,440.2,455.8,0.033,0.004,16.4,3.143,1.192,1.005,"1.253591",0.56,219.2,0,"0.65",231.8,0,"0.0"
"58472","2018-08-19 11:55:00",1458,14.22,25.89,25.99,35.32,26.29,33.53,89.3,45.99,-16.8,0.638,26.79,299.9,43.27,-17.44,"0.516",25.83,442.1,459.5,0.033,0.004,16.41,3.142,1.192,1.005,"1.349587",0.973,268.7,0,"0.854",0,0,"0.0"
"58473","2018-08-19 12:00:00",1459,14.21,25.99,26,34.17,26.15,33.12,122.4,53.52,-19.18,0.638,27.02,300.2,68.86,-19.82,"0.468",49.04,441.1,460.9,0.033,0.004,16.42,3.143,1.192,1.005,"1.429772",0.758,214.6,0,"0.722",271.3,0,"0.0"
"58474","2018-08-19 12:05:00",1460,14.19,26.12,26.16,33.06,26.33,32.01,194.2,58.83,-19.69,2.394,27.36,300.5,135.3,-22.09,"0.35",113.2,442.7,464.8,0.033,0.004,16.43,3.143,1.192,1.005,"1.520686",1.032,267.4,0,"0.692",273.9,0,"0.0"
"58475","2018-08-19 12:10:00",1461,14.18,26.29,26.13,33.24,26.27,32.37,217.3,62.14,-19.92,3.91,27.73,300.9,155.2,-23.83,"0.31",131.3,444.8,468.6,0.034,0.004,16.45,3.144,1.192,1.005,"1.594094",0.577,255.4,0,"0.534",252.3,0,"0.0"
"58476","2018-08-19 12:15:00",1462,14.18,26.55,26.51,33.71,26.73,32.52,423.2,59.99,-21.72,2.075,28.67,301.8,363.2,-23.79,"0.144",339.4,448.8,472.6,0.033,0.004,16.45,3.142,1.192,1.005,"1.678796",0.455,306.5,0,"0.494",319.9,0,"0.0"
"58477","2018-08-19 12:20:00",1463,14.17,26.95,26.95,33.89,27.22,32.19,581.8,50.67,-25.97,-3.298,29.72,302.9,531.1,-22.67,"0.091",508.4,451.2,473.8,0.033,0.004,16.46,3.142,1.192,1.005,"1.744299",0.653,265.9,0,"0.62",266.2,0,"0.0"
"58478","2018-08-19 12:25:00",1464,14.16,27.41,26.81,32.73,27.15,31.53,227.9,42.95,-34.39,-9.1,30.23,303.4,184.9,-25.3,"0.218",159.6,445.9,471.2,0.033,0.004,16.48,3.143,1.192,1.005,"1.826178",1.05,258.6,0,"0.789",250.7,0,"0.0"
"58479","2018-08-19 12:30:00",1465,14.16,27.69,26.47,33.11,26.79,32.03,193,42.7,-31.34,-7.527,29.81,303,150.3,-23.82,"0.241",126.5,446.3,470.1,0.034,0.004,16.49,3.143,1.192,1.005,"1.89281",0.895,184.2,0,"0.902",220.1,0,"0.0"
"58480","2018-08-19 12:35:00",1466,14.16,27.81,26.5,33.9,26.76,32.36,108.6,39.15,-28.27,-5.107,29.25,302.4,69.41,-23.17,"0.37",46.25,445.8,469,0.033,0.004,16.49,3.142,1.192,1.005,"1.97356",1.108,282.4,0,"0.833",282.6,0,"0.0"
"58481","2018-08-19 12:40:00",1467,14.16,27.87,26.43,33.1,26.95,31.75,140.3,38.12,-26.45,-6.064,28.89,302,102.2,-20.39,"0.296",81.8,445.5,465.8,0.033,0.004,16.51,3.142,1.192,1.005,"2.050356",0.934,235.3,0,"0.789",256.7,0,"0.0"
"58482","2018-08-19 12:45:00",1468,14.16,27.91,26.51,33.64,26.99,32.19,185.2,37.17,-22.87,-4.255,28.68,301.8,148,-18.61,"0.233",129.4,447.7,466.3,0.033,0.004,16.52,3.142,1.192,1.005,"2.129977",0.7,189.8,0,"0.7",218,0,"0.0"
"58483","2018-08-19 12:50:00",1469,14.15,27.94,26.68,33.12,27.1,32,240.2,35.86,-24.38,-5.718,28.7,301.9,204.3,-18.66,"0.2",185.7,446.3,465,0.033,0.004,16.53,3.143,1.192,1.005,"2.218631",1.14,164.1,0,"0.976",168.3,0,"0.0"
"58484","2018-08-19 12:55:00",1470,14.16,27.98,26.52,33.44,26.98,32.2,132.7,36.16,-22.97,-5.159,28.57,301.7,96.5,-17.81,"0.29",78.7,446.9,464.7,0.033,0.004,16.54,3.142,1.192,1.005,"2.294863",1.037,150.7,0,"1.113",161.8,0,"0.0"
"58485","2018-08-19 13:00:00",1471,14.15,27.94,26.59,33.25,27,32.11,113.1,38.32,-21.69,-3.537,28.41,301.6,74.74,-18.15,"0.349",56.58,447.2,465.4,0.033,0.004,16.55,3.143,1.192,1.005,"2.404411",0.69,153.5,0,"0.583",167,0,"0.0"
"58486","2018-08-19 13:05:00",1472,14.15,27.94,26.89,33.35,27.42,31.86,181.4,40.57,-20.36,-1.808,28.48,301.6,140.8,-18.55,"0.253",122.3,449,467.5,0.033,0.004,16.57,3.142,1.192,1.005,"2.500407",0.781,193.7,0,"0.737",199.2,0,"0.0"
"58487","2018-08-19 13:10:00",1473,14.15,27.95,27,32.62,27.48,31.49,114.4,43.75,-21.77,-2.713,28.58,301.7,70.64,-19.05,"0.392",51.59,448.2,467.3,0.033,0.004,16.57,3.142,1.192,1.005,"2.595273",0.829,163.4,0,"0.508",198.5,0,"0.0"
"58488","2018-08-19 13:15:00",1474,14.15,27.98,27.05,33.86,27.5,32.29,196.9,49.11,-19.59,1.17,28.7,301.8,147.8,-20.76,"0.305",127,451.1,471.9,0.033,0.004,16.59,3.142,1.192,1.005,"2.701998",0.974,278.6,0,"0.924",297.1,0,"0.0"
"58489","2018-08-19 13:20:00",1475,14.14,28.03,27.02,32.55,27.47,31.33,225,54.05,-22.64,1.835,28.82,302,170.9,-24.47,"0.349",146.5,448.8,473.3,0.033,0.004,16.6,3.142,1.192,1.005,"2.812676",0.943,279.1,0,"0.861",273.8,0,"0.0"
"58490","2018-08-19 13:25:00",1476,14.12,28.12,27.04,32.74,27.37,31.85,108.1,56.8,-20.41,5.372,28.9,302.1,51.25,-25.78,"0.542",25.47,451.5,477.3,0.033,0.004,16.61,3.143,1.192,1.005,"2.910366",0.691,162.8,0,"0.721",208.3,0,"0.0"
"58491","2018-08-19 13:30:00",1477,14.12,28.23,27.33,32.9,27.74,31.84,432.7,54.75,-22.12,3.723,29.28,302.4,377.9,-25.85,"0.136",352.1,452.2,478,0.033,0.004,16.62,3.144,1.192,1.005,"3.020478",0.69,252.6,0,"0.785",233.8,0,"0.0"
"58492","2018-08-19 13:35:00",1478,14.12,28.32,27.33,33.1,27.7,31.86,131.1,54.5,-24.12,2.58,29.47,302.6,76.63,-26.7,"0.435",49.93,451.4,478.1,0.033,0.004,16.63,3.144,1.192,1.005,"3.137367",1.118,268.6,0,"1.04",274.3,0,"0.0"
"58493","2018-08-19 13:40:00",1479,14.11,28.38,27.14,33.47,27.39,32.5,107.4,52.77,-23.56,3.51,29.38,302.5,54.62,-27.07,"0.514",27.55,451.4,478.5,0.033,0.004,16.66,3.143,1.192,1.005,"3.225457",0.714,188,0,"0.823",185.9,0,"0.0"
"58494","2018-08-19 13:45:00",1480,14.11,28.44,27.29,33.66,27.56,32.74,90.9,51.92,-23.17,4.069,29.31,302.5,38.94,-27.24,"0.573",11.7,451.3,478.6,0.033,0.004,16.65,3.141,1.192,1.005,"3.337264",0.951,172.3,0,"1.054",178.2,0,"0.0"
"58495","2018-08-19 13:50:00",1481,14.1,28.49,27.32,33.86,27.59,33.17,90.7,50.34,-23.07,4.096,29.26,302.4,40.36,-27.17,"0.559",13.2,451.1,478.3,0.033,0.004,16.67,3.143,1.192,1.005,"3.453024",0.956,128.9,0,"1.064",131,0,"0.0"
"58496","2018-08-19 13:55:00",1482,14.1,28.53,27.3,34.57,27.57,33.75,115.9,46.53,-22.97,2.367,29.19,302.3,69.41,-25.34,"0.413",44.07,450.8,476.2,0.033,0.004,16.67,3.141,1.192,1.005,"3.582336",1.248,320.3,0,"1.231",0.752,0,"0.0"
"58497","2018-08-19 14:00:00",1483,14.1,28.54,27.4,35.17,27.67,34.14,91.6,42.8,-20.2,2.42,29.1,302.3,48.76,-22.62,"0.47",26.14,453,475.6,0.033,0.004,16.68,3.142,1.192,1.005,"3.746658",0.652,318.1,0,"0.73",316.6,0,"0.0"
"58498","2018-08-19 14:05:00",1484,14.1,28.58,27.44,34.83,27.64,34.1,105.7,40.14,-23.25,-0.133,29.06,302.2,65.54,-23.12,"0.388",42.42,449.7,472.9,0.033,0.004,16.7,3.143,1.192,1.005,"3.917191",1.249,153.6,0,"1.11",163.2,0,"0.0"
"58499","2018-08-19 14:10:00",1485,14.1,28.59,27.49,35.03,27.69,34.25,78.85,38.77,-20.69,1.596,28.98,302.1,40.08,-22.28,"0.492",17.8,451.7,474,0.033,0.004,16.71,3.143,1.192,1.005,"4.112006",0.816,129.9,0,"0.848",132.3,0,"0.0"
"58500","2018-08-19 14:15:00",1486,14.1,28.6,27.49,35.98,27.71,34.84,85.2,36.79,-20.43,-0.638,29,302.2,48.38,-19.79,"0.433",28.59,452.2,472,0.033,0.004,16.72,3.142,1.192,1.005,"4.335055",0.731,295,0,"0.875",299.7,0,"0.0"
"58501","2018-08-19 14:20:00",1487,14.1,28.63,27.46,35.69,27.68,34.9,80.9,36.16,-22,-1.649,28.92,302.1,44.69,-20.35,"0.448",24.34,450.1,470.4,0.033,0.004,16.73,3.142,1.192,1.005,"4.564881",1.24,218.2,0,"1.198",249.3,0,"0.0"
"58502","2018-08-19 14:25:00",1488,14.1,28.65,27.35,36.5,27.58,35.93,75.78,34.66,-19.72,-0.665,28.79,301.9,41.12,-19.05,"0.458",22.07,451.5,470.6,0.033,0.004,16.75,3.143,1.192,1.005,"4.778895",0.874,283.4,0,"0.923",296.8,0,"0.0"
"58503","2018-08-19 14:30:00",1489,14.1,28.68,27.5,36.29,27.77,35.34,105.9,34.33,-19.69,-0.558,28.74,301.9,71.6,-19.13,"0.342",52.47,451.3,470.4,0.033,0.004,16.77,3.143,1.192,1.005,"5.004202",1.124,177.7,0,"1.05",179.2,0,"0.0"
"58504","2018-08-19 14:35:00",1490,14.1,28.73,27.51,35.86,27.66,35.31,229.6,33.01,-21.48,-3.032,28.83,302,196.6,-18.45,"0.177",178.2,450,468.5,0.033,0.004,16.77,3.143,1.192,1.005,"5.215958",0.854,134.3,0,"0.858",253.5,0,"0.0"
"58505","2018-08-19 14:40:00",1491,14.1,28.77,27.52,36.09,27.68,35.28,148,31.38,-21.3,-1.755,28.89,302,116.7,-19.55,"0.258",97.1,450.6,470.1,0.033,0.004,16.78,3.143,1.192,1.005,"5.412467",0.896,143.4,0,"0.761",153.7,0,"0.0"
"58506","2018-08-19 14:45:00",1492,14.1,28.79,27.72,35.5,27.9,34.74,221.2,29.63,-20.97,-3.696,29.07,302.2,191.6,-17.27,"0.142",174.3,452,469.3,0.033,0.004,16.8,3.143,1.192,1.005,"5.585824",0.823,279.6,0,"0.952",294.2,0,"0.0"
"58507","2018-08-19 14:50:00",1493,14.1,28.79,27.8,34.88,27.87,34.15,214.2,26.65,-22.97,-5.691,29.28,302.4,187.5,-17.28,"0.137",170.3,451.4,468.6,0.033,0.004,16.81,3.142,1.192,1.005,"5.743934",0.764,332.1,0,"0.659",320.8,0,"0.0"
"58508","2018-08-19 14:55:00",1494,14.1,28.79,27.65,35.28,27.72,34.74,96.3,26.27,-22.4,-5.691,29.24,302.4,70,-16.71,"0.288",53.28,451.6,468.4,0.033,0.004,16.83,3.143,1.192,1.005,"5.885669",1.141,308.8,0,"1.04",311.1,0,"0.0"
"58509","2018-08-19 15:00:00",1495,14.1,28.79,27.46,35.5,27.59,35,73.46,26.14,-20.92,-4.76,28.96,302.1,47.32,-16.16,"0.361",31.16,451.4,467.6,0.033,0.004,16.83,3.142,1.192,1.005,"6.0003",0.561,308.9,0,"0.613",291.5,0,"0.0"
"58510","2018-08-19 15:05:00",1496,14.1,28.76,27.65,35.31,27.89,34.34,67.78,27.25,-20.18,-3.67,28.84,302,40.53,-16.51,"0.402",24.02,451.4,467.9,0.033,0.004,16.85,3.142,1.192,1.005,"6.119447",0.884,168.8,0,"0.807",182.5,0,"0.0"
"58511","2018-08-19 15:10:00",1497,14.1,28.73,27.69,35.11,27.96,34.41,67.32,26.72,-19.77,-3.936,28.81,302,40.6,-15.83,"0.399",24.77,451.6,467.4,0.033,0.004,16.87,3.143,1.192,1.005,"6.210926",0.667,279.3,0,"0.671",270,0,"0.0"
"58512","2018-08-19 15:15:00",1498,14.1,28.72,27.68,35.03,27.97,33.98,79.76,26.62,-19.72,-3.457,28.75,301.9,53.14,-16.26,"0.343",36.88,451.3,467.6,0.033,0.004,16.88,3.143,1.192,1.005,"6.288287",1.024,290.8,0,"1.046",289.5,0,"0.0"
"58513","2018-08-19 15:20:00",1499,14.1,28.7,27.67,34.43,27.95,33.77,68.87,26.62,-19.36,-3.351,28.69,301.8,42.25,-16.01,"0.39",26.24,451.3,467.3,0.034,0.004,16.89,3.143,1.192,1.005,"6.358307",1.046,287.9,0,"0.769",252.4,0,"0.0"
"58514","2018-08-19 15:25:00",1500,13.91,28.68,27.64,34.23,28,33.27,61.57,25.37,-19.61,-3.643,28.6,301.8,36.2,-15.97,"0.412",20.23,450.5,466.5,0.033,0.004,16.9,3.142,1.192,1.005,"6.408",0.571,0,0,"0.66",267.9,0,"0.0"
"58515","2018-08-19 15:30:00",1501,13.82,28.66,27.6,34.65,27.88,33.61,57.37,23.22,-20.18,-4.202,28.53,301.7,34.15,-15.98,"0.405",18.18,449.5,465.4,0.033,0.004,16.91,3.143,1.192,1.005,"6.452608",0.984,167.3,0,"0.813",255.2,0,"0.0"
"58516","2018-08-19 15:35:00",1502,13.82,28.66,27.54,34.85,27.82,33.98,66.89,20.51,-19.67,-4.893,28.44,301.6,46.38,-14.77,"0.312",31.61,449.4,464.2,0.033,0.004,16.93,3.143,1.192,1.005,"6.488184",0.678,191.8,0,"0.638",224.2,0,"0.0"
"58517","2018-08-19 15:40:00",1503,13.83,28.65,27.52,35.33,27.75,34.47,56.05,18.08,-18.92,-5.239,28.44,301.6,37.97,-13.68,"0.323",24.28,450.1,463.8,0.033,0.004,16.94,3.142,1.192,1.005,"6.509076",0.571,170.2,0,"0.497",170.3,0,"0.0"
"58518","2018-08-19 15:45:00",1504,13.83,28.61,27.54,35.72,27.84,34.55,50.32,16.88,-18.31,-5.239,28.38,301.5,33.44,-13.07,"0.335",20.37,450.4,463.5,0.033,0.004,16.95,3.143,1.192,1.005,"6.523194",0.623,283.2,0,"0.668",277.6,0,"0.0"
"58519","2018-08-19 15:50:00",1505,13.82,28.59,27.52,35.54,27.94,34.09,49.18,15.95,-18.74,-5.585,28.3,301.5,33.23,-13.16,"0.325",20.07,449.5,462.6,0.033,0.004,16.96,3.143,1.192,1.005,"6.537311",0.82,266.6,0,"0.676",0,0,"0.0"
"58520","2018-08-19 15:55:00",1506,13.83,28.54,27.39,35.82,27.82,34.3,44.95,14.4,-18.74,-5.664,28.18,301.3,30.55,-13.08,"0.32",17.47,448.7,461.8,0.033,0.004,16.96,3.142,1.192,1.005,"6.546911",0.778,304.1,0,"0.962",305.1,0,"0.0"
"58521","2018-08-19 16:00:00",1507,13.83,28.49,27.39,35.6,27.74,34.08,37.08,11.59,-19.43,-6.435,28.09,301.2,25.49,-13,"0.313",12.49,447.5,460.5,0.033,0.004,16.99,3.143,1.192,1.005,"6.551428",0.458,224.8,0,"0.708",250.8,0,"0.0"
"58522","2018-08-19 16:05:00",1508,13.83,28.43,27.23,35.43,27.56,34.2,32.22,9.69,-19.74,-7.047,27.95,301.1,22.53,-12.69,"0.301",9.83,446.3,459,0.033,0.004,16.99,3.143,1.192,1.005,"6.540134",0.433,0,0,"0.445",244.1,0,"0.0"
"58523","2018-08-19 16:10:00",1509,13.83,28.35,27.15,35.79,27.46,34.28,34.83,11.19,-18.67,-6.329,27.83,301,23.64,-12.34,"0.321",11.3,446.6,459,0.033,0.004,17.01,3.142,1.192,1.005,"6.542394",0.594,148.2,0,"0.6",149.6,0,"0.0"
"58524","2018-08-19 16:15:00",1510,13.83,28.27,27.06,35.77,27.41,34.47,37.88,12.37,-18.39,-6.489,27.72,300.9,25.51,-11.9,"0.326",13.61,446.2,458.1,0.033,0.004,17,3.142,1.192,1.005,"6.525453",0.576,220.2,0,"0.624",244.5,0,"0.0"
"58525","2018-08-19 16:20:00",1511,13.83,28.19,27.12,35.65,27.4,34.67,38.04,12.65,-18.13,-5.266,27.67,300.8,25.39,-12.86,"0.332",12.53,446.2,459,0.033,0.004,17.02,3.141,1.192,1.005,"6.510771",0.448,310.1,0,"0.443",288.4,0,"0.0"
"58526","2018-08-19 16:25:00",1512,13.83,28.11,27.1,36.09,27.39,35.18,36.81,12.15,-18,-5.718,27.63,300.8,24.67,-12.28,"0.329",12.38,446,458.3,0.033,0.004,17.03,3.142,1.192,1.005,"6.498348",0.411,226.2,0,"0.439",252.4,0,"0.0"
"58527","2018-08-19 16:30:00",1513,13.83,28.04,27,36.58,27.26,35.4,32.65,10.49,-18.36,-6.01,27.54,300.7,22.16,-12.35,"0.321",9.81,445.2,457.5,0.033,0.004,17.06,3.142,1.192,1.005,"6.481408",0.971,245.8,0,"0.855",262.5,0,"0.0"
"58528","2018-08-19 16:35:00",1514,13.83,27.97,26.99,35.65,27.28,34.77,39.31,13.57,-17.46,-5,27.47,300.6,25.74,-12.46,"0.345",13.28,445.6,458.1,0.033,0.004,17.05,3.142,1.192,1.005,"6.463338",0.307,216.4,0,"0.387",0,0,"0.0"
"58529","2018-08-19 16:40:00",1515,13.84,27.91,26.9,38.29,27.26,35.89,44.27,14.03,-17.39,-6.037,27.47,300.6,30.25,-11.35,"0.317",18.9,445.7,457,0.033,0.004,17.06,3.142,1.192,1.005,"6.439056",0.362,262.3,0,"0.513",283.7,0,"0.0"
"58530","2018-08-19 16:45:00",1516,13.83,27.84,26.66,37.79,27.23,35.1,41.07,12.92,-16.85,-5.745,27.36,300.5,28.14,-11.11,"0.315",17.04,445.6,456.7,0.033,0.004,17.07,3.142,1.192,1.005,"6.417599",0.863,329.5,0,"0.83",333.2,0,"0.0"
"58531","2018-08-19 16:50:00",1517,13.83,27.78,26.78,37.68,27.23,35.31,39.36,12.5,-16.98,-5.612,27.33,300.5,26.86,-11.37,"0.317",15.5,445.2,456.6,0.033,0.004,17.07,3.142,1.192,1.005,"6.388236",0.503,280.1,0,"0.565",297.7,0,"0.0"
"58532","2018-08-19 16:55:00",1518,13.83,27.72,26.41,39.32,27.09,35.86,32.56,8.92,-17.67,-7.686,27.19,300.3,23.65,-9.98,"0.273",13.66,443.7,453.7,0.033,0.004,17.07,3.142,1.192,1.005,"6.354919",0.803,306.6,0,"0.776",303.6,0,"0.0"
"58533","2018-08-19 17:00:00",1519,13.83,27.65,26.47,36.84,27.05,35.04,36.09,11.15,-16.39,-4.947,27.07,300.2,24.94,-11.44,"0.308",13.5,444.2,455.7,0.033,0.004,17.09,3.142,1.192,1.005,"6.323862",0.355,0,0,"0.546",297.3,0,"0.0"
"58534","2018-08-19 17:05:00",1520,13.84,27.58,26.64,36.63,27.04,35.37,34.61,10.92,-16.8,-4.92,27.08,300.2,23.69,-11.88,"0.316",11.81,443.9,455.8,0.033,0.004,17.1,3.143,1.192,1.005,"6.29111",0.613,313.9,0,"0.768",301.4,0,"0.0"
"58535","2018-08-19 17:10:00",1521,13.83,27.48,26.64,37.12,27,35.95,31.7,9.84,-17.16,-5.452,27.06,300.2,21.86,-11.71,"0.31",10.15,443.4,455.1,0.033,0.004,17.1,3.141,1.192,1.005,"6.262312",0.447,236.2,0,"0.499",264.2,0,"0.0"
"58536","2018-08-19 17:15:00",1522,13.83,27.43,26.61,37.9,26.99,35.96,30.13,9.24,-16.88,-5.904,27.02,300.2,20.89,-10.97,"0.307",9.92,443.4,454.4,0.033,0.004,17.12,3.141,1.192,1.005,"6.234642",0.255,0,0,"0.286",0,0,"0.0"
"58537","2018-08-19 17:20:00",1523,13.83,27.37,25.96,43.34,26.92,36.9,25.54,6.061,-18.18,-10.88,26.82,300,19.48,-7.304,"0.237",12.17,440.9,448.2,0.033,0.004,17.12,3.142,1.192,1.005,"6.202456",0.361,233.4,0,"0.44",276.7,0,"0.0"
"58538","2018-08-19 17:25:00",1524,13.85,27.28,25.66,44.98,26.78,38.51,23.49,5.535,-18.03,-9.65,26.55,299.7,17.95,-8.37,"0.235",9.58,439.4,447.8,0.033,0.004,17.13,3.141,1.192,1.005,"6.173656",0.289,268.9,0,"0.296",272.5,0,"0.0"
"58539","2018-08-19 17:30:00",1525,13.87,27.16,25.16,47.22,26.44,39.12,20.28,4.258,-16.88,-9.92,26.25,299.4,16.03,-6.956,"0.21",9.07,438.7,445.7,0.033,0.004,17.13,3.141,1.192,1.005,"6.142034",0.366,0,0,"0.45",272,0,"0.0"
"58540","2018-08-19 17:35:00",1526,13.89,27.03,24.88,49.31,26.18,42.16,18.08,3.657,-18.87,-10.69,25.96,299.1,14.42,-8.18,"0.201",6.24,434.9,443.1,0.033,0.004,17.16,3.141,1.192,1.006,"6.128482",0.22,0,0,"0.225",242.3,0,"0.0"
"58541","2018-08-19 17:40:00",1527,13.86,26.86,24.43,51.17,25.74,43.53,14.92,2.555,-17.67,-10.69,25.62,298.8,12.36,-6.978,"0.171",5.385,434.1,441.1,0.033,0.004,17.15,3.142,1.192,1.005,"6.074838",0.23,0,0,"0.299",0,0,"0.0"
"58542","2018-08-19 17:45:00",1528,13.74,26.68,24.14,52.05,25.26,44.29,12.87,2.104,-17.64,-10.37,25.3,298.4,10.77,-7.272,"0.163",3.495,432.2,439.5,0.033,0.004,17.16,3.142,1.192,1.005,"6.059026",0.226,0,0,"0.255",0,0,"0.0"
"58543","2018-08-19 17:50:00",1529,13.66,26.47,23.7,53.23,24.91,44.97,10.94,1.528,-17.23,-9.97,24.95,298.1,9.41,-7.261,"0.139",2.149,430.5,437.8,0.033,0.004,17.16,3.142,1.192,1.005,"6.018934",0.258,219.8,0,"0.252",237.5,0,"0.0"
