"","datetime","record","BattV","PTemp_C","Ta_2m","Huma_2m","Ta_10m","Huma_10m","rad_sw_in","rad_sw_out","rad_lw_in","rad_lw_out","CNR4TC","CNR4TK","RsNet","RlNet","Albedo","rad_net","LUpCo","LDnCo","water_vol_soil","EC","Ts","P","PA","VR","heatflux_soil","Windspeed_2m","Wind_direction_3m","WSDiag_1","Windspeed_10m","Wind_direction_10m","WSDiag_2","PCP"
"58544","2018-08-19 17:55:00",1530,13.61,26.26,23.43,51.93,24.58,44.74,9.12,1.302,-15.83,-8.91,24.62,297.8,7.816,-6.916,"0.143",0.9,429.9,436.8,0.033,0.004,17.16,3.142,1.192,1.005,"5.985053",0.337,143.5,0,"0.234",0,0,"0.0"
"58545","2018-08-19 18:00:00",1531,13.56,26.04,23.13,53.24,24.32,45.13,7.004,0.526,-14.96,-8.54,24.3,297.4,6.478,-6.418,"0.073",0.06,428.9,435.3,0.033,0.004,17.16,3.141,1.192,1.005,"5.960772",0.216,0,0,"0.232",237.8,0,"0.0"
"58546","2018-08-19 18:05:00",1532,13.51,25.82,22.97,53.01,24.17,45.98,4.821,0,-15.08,-8.19,24.02,297.2,4.821,-6.892,"-0.01",-2.071,427.1,434,0.033,0.004,17.18,3.142,1.192,1.005,"5.918421",0.194,152.8,0,"0.136",266.6,0,"0.0"
"58547","2018-08-19 18:10:00",1533,13.45,25.59,22.9,53.23,24,46.11,2.774,-0.551,-13.27,-7.527,23.78,296.9,3.325,-5.738,"-0.244",-2.413,427.5,433.2,0.033,0.004,17.18,3.142,1.192,1.005,"5.872682",0.266,188.4,0,"0.363",225.2,0,"0.0"
"58548","2018-08-19 18:15:00",1534,13.39,25.37,22.65,52.79,23.82,46.64,1.455,-1.002,-12.96,-7.607,23.52,296.7,2.457,-5.351,"-0.699",-2.894,426.3,431.6,0.033,0.004,17.18,3.142,1.192,1.005,"5.839366",0.228,167.3,0,"0.27",229.7,0,"0.0"
"58549","2018-08-19 18:20:00",1535,13.35,25.14,22.49,52.75,23.71,46.91,1.16,-0.751,-12.01,-6.942,23.28,296.4,1.911,-5.069,"-0.661",-3.158,425.8,430.9,0.033,0.004,17.19,3.142,1.192,1.005,"5.811132",0.25,0,0,"0.264",0,0,"0.0"
"58550","2018-08-19 18:25:00",1536,13.33,24.93,22.35,53.4,23.51,47.7,0.637,-0.776,-11.98,-6.702,23.06,296.2,1.413,-5.283,"-1.294",-3.869,424.5,429.8,0.033,0.004,17.2,3.142,1.192,1.005,"5.765957",0.256,180.7,0,"0.279",0,0,"0.0"
"58551","2018-08-19 18:30:00",1537,13.31,24.72,22.15,54.55,23.33,48.36,-0.114,-1.052,-12.39,-6.649,22.85,296,0.938,-5.745,"NULL",-4.807,422.8,428.6,0.033,0.004,17.2,3.143,1.192,1.005,"5.711748",0.214,167.2,0,"0.184",242.7,0,"0.0"
"58552","2018-08-19 18:35:00",1538,13.3,24.51,21.97,54.8,23.2,48.66,-0.637,-1.152,-11.83,-6.49,22.64,295.8,0.515,-5.342,"1.964",-4.826,422.2,427.6,0.033,0.004,17.2,3.142,1.192,1.005,"5.676173",0.233,173.7,0,"0.277",240.2,0,"0.0"
"58553","2018-08-19 18:40:00",1539,13.29,24.31,21.76,55.66,23.07,49.2,-0.978,-1.102,-11.73,-6.25,22.43,295.6,0.124,-5.479,"1.145",-5.354,421.1,426.5,0.033,0.004,17.21,3.142,1.192,1.005,"5.634951",0.174,0,0,"0.264",259,0,"0.0"
"58554","2018-08-19 18:45:00",1540,13.29,24.12,21.64,56.51,22.88,49.76,-1.137,-0.927,-11.14,-5.958,22.23,295.4,-0.21,-5.182,"0.815",-5.392,420.5,425.7,0.033,0.004,17.22,3.142,1.192,1.005,"5.588647",0.29,0,0,"0.285",242.7,0,"0.0"
"58555","2018-08-19 18:50:00",1541,13.29,23.93,21.44,57.28,22.79,49.93,-1.387,-1.102,-10.83,-5.665,22.04,295.2,-0.285,-5.167,"0.797",-5.452,419.7,424.9,0.033,0.004,17.21,3.143,1.192,1.005,"5.538391",0.269,176.3,0,"0.262",249.8,0,"0.0"
"58556","2018-08-19 18:55:00",1542,13.28,23.75,21.31,57.56,22.68,50.33,-1.342,-1.002,-10.86,-5.426,21.87,295,-0.34,-5.432,"0.749",-5.772,418.7,424.1,0.033,0.004,17.21,3.142,1.192,1.005,"5.483617",0.244,186.7,0,"0.322",251.8,0,"0.0"
"58557","2018-08-19 19:00:00",1543,13.28,23.56,21.18,58.14,22.54,50.82,-1.364,-0.952,-10.53,-5.186,21.7,294.9,-0.413,-5.339,"0.698",-5.751,418,423.4,0.033,0.004,17.23,3.143,1.192,1.005,"5.424325",0.212,175.9,0,"0.318",248,0,"0.0"
"58558","2018-08-19 19:05:00",1544,13.27,23.38,21.09,58.88,22.39,51.39,-1.319,-0.751,-10.76,-5.08,21.54,294.7,-0.568,-5.676,"0.573",-6.243,416.9,422.5,0.033,0.004,17.23,3.142,1.192,1.005,"5.378021",0.165,0,0,"0.359",270.1,0,"0.0"
"58559","2018-08-19 19:10:00",1545,13.27,23.2,20.91,59.81,22.14,51.99,-1.342,-0.877,-9.63,-4.761,21.37,294.5,-0.465,-4.868,"0.656",-5.333,417,421.9,0.033,0.004,17.23,3.142,1.192,1.005,"5.295013",0.332,236.4,0,"0.257",264.9,0,"0.0"
"58560","2018-08-19 19:15:00",1546,13.27,23.04,20.76,59.94,22.15,51.72,-1.137,-0.902,-7.529,-4.096,21.23,294.4,-0.235,-3.433,"0.793",-3.668,418.3,421.7,0.033,0.004,17.22,3.143,1.192,1.005,"5.258309",0.318,181.1,0,"0.379",243.3,0,"0.0"
"58561","2018-08-19 19:20:00",1547,13.27,22.88,20.6,60.73,22.06,52.49,-0.932,-1.077,-7.58,-3.936,21.08,294.2,0.145,-3.644,"1.212",-3.499,417.4,421,0.034,0.004,17.23,3.143,1.192,1.005,"5.195629",0.627,310.1,0,"0.566",299.1,0,"0.0"
"58562","2018-08-19 19:25:00",1548,13.27,22.73,20.4,61.77,21.63,54.36,-1.296,-1.052,-9.81,-4.335,20.91,294.1,-0.244,-5.473,"0.827",-5.717,414.2,419.6,0.033,0.004,17.23,3.143,1.192,1.005,"5.140855",0.438,226.7,0,"0.404",278.7,0,"0.0"
"58563","2018-08-19 19:30:00",1549,13.27,22.57,20.3,61.55,21.65,54.07,-0.887,-0.701,-7.913,-3.75,20.76,293.9,-0.186,-4.163,"0.804",-4.349,415.2,419.4,0.033,0.004,17.23,3.143,1.192,1.005,"5.07874",0.265,215.7,0,"0.269",289.7,0,"0.0"
"58564","2018-08-19 19:35:00",1550,13.26,22.41,20.14,62.33,21.52,54.83,-1.092,-0.877,-9.07,-3.936,20.63,293.8,-0.215,-5.129,"0.804",-5.344,413.3,418.4,0.033,0.004,17.23,3.142,1.192,1.005,"5.02453",0.173,287.3,0,"0.37",276.8,0,"0.0"
"58565","2018-08-19 19:40:00",1551,13.26,22.26,20.05,63.4,21.25,56.18,-1.069,-0.751,-10.14,-3.99,20.51,293.7,-0.317,-6.152,"0.71",-6.469,411.5,417.7,0.033,0.004,17.24,3.142,1.192,1.005,"4.957326",0.207,0,0,"0.384",274,0,"0.0"
"58566","2018-08-19 19:45:00",1552,13.26,22.13,19.97,64.31,21.02,57.02,-1.137,-0.701,-10.17,-3.857,20.37,293.5,-0.436,-6.31,"0.617",-6.746,410.7,417,0.033,0.004,17.24,3.143,1.192,1.005,"4.894635",0.117,0,0,"0.298",285.5,0,"0.0"
"58567","2018-08-19 19:50:00",1553,13.26,21.98,19.87,65.09,20.81,57.86,-1.228,-0.801,-10.45,-4.043,20.23,293.4,-0.426,-6.406,"0.646",-6.832,409.6,416,0.033,0.004,17.23,3.143,1.192,1.005,"4.831941",0.147,206.5,0,"0.337",276.1,0,"0.0"
"58568","2018-08-19 19:55:00",1554,13.26,21.85,19.73,64.93,20.62,58.57,-1.273,-0.801,-10.19,-4.016,20.09,293.2,-0.472,-6.176,"0.631",-6.648,409.1,415.3,0.033,0.004,17.23,3.143,1.192,1.005,"4.780536",0.111,0,0,"0.333",279.3,0,"0.0"
"58569","2018-08-19 20:00:00",1555,13.26,21.71,19.64,65.53,20.5,59.91,-1.001,-0.576,-10.12,-3.644,19.96,293.1,-0.424,-6.472,"0.573",-6.896,408.4,414.9,0.033,0.004,17.24,3.142,1.192,1.005,"4.701446",0.119,0,0,"0.287",296.2,0,"0.0"
"58570","2018-08-19 20:05:00",1556,13.25,21.58,19.51,65.48,20.25,60.54,-1.137,-0.751,-10.32,-3.83,19.83,293,-0.386,-6.491,"0.661",-6.876,407.5,413.9,0.033,0.004,17.24,3.143,1.192,1.005,"4.638718",0.083,0,0,"0.228",262.5,0,"0.0"
"58571","2018-08-19 20:10:00",1557,13.25,21.44,19.37,65.42,20.07,61.33,-1.296,-0.676,-10.27,-3.697,19.7,292.8,-0.62,-6.572,"0.525",-7.192,406.7,413.3,0.033,0.004,17.23,3.142,1.192,1.005,"4.578232",0.159,161.6,0,"0.207",266.8,0,"0.0"
"58572","2018-08-19 20:15:00",1558,13.25,21.31,19.23,66.62,19.96,61.76,-0.887,-0.426,-9.48,-3.059,19.56,292.7,-0.461,-6.417,"0.474",-6.878,406.8,413.2,0.033,0.004,17.22,3.142,1.192,1.005,"4.512662",0.154,147.6,0,"0.166",275.4,0,"0.0"
"58573","2018-08-19 20:20:00",1559,13.25,21.18,19.13,67.3,19.89,62.27,-0.978,-0.526,-9.71,-3.298,19.44,292.6,-0.452,-6.408,"0.547",-6.86,405.9,412.3,0.033,0.004,17.22,3.143,1.192,1.005,"4.449922",0.185,182.9,0,"0.216",271.5,0,"0.0"
"58574","2018-08-19 20:25:00",1560,13.25,21.04,19.02,67.04,19.84,62.23,-0.887,-0.426,-8.53,-2.713,19.34,292.5,-0.461,-5.815,"0.474",-6.276,406.5,412.3,0.033,0.004,17.21,3.141,1.192,1.006,"4.370242",0.215,146.1,0,"0.201",270.6,0,"0.0"
"58575","2018-08-19 20:30:00",1561,13.25,20.91,18.96,67.67,19.84,62.82,-0.773,-0.276,-8.45,-2.713,19.22,292.4,-0.498,-5.738,"0.358",-6.236,405.8,411.6,0.033,0.004,17.21,3.142,1.192,1.005,"4.326147",0.173,144,0,"0.212",278.8,0,"0.0"
"58576","2018-08-19 20:35:00",1562,13.25,20.78,18.93,67.86,19.82,62.75,-0.5,-0.2,-7.299,-2.367,19.15,292.3,-0.3,-4.932,"0.404",-5.232,406.6,411.5,0.033,0.004,17.22,3.142,1.192,1.005,"4.208659",0.243,155.1,0,"0.211",261.5,0,"0.0"
"58577","2018-08-19 20:40:00",1563,13.25,20.67,18.91,68.05,19.94,62.29,-0.364,-0.225,-6.556,-2.101,19.08,292.2,-0.138,-4.455,"0.698",-4.593,406.9,411.4,0.033,0.004,17.22,3.142,1.192,1.005,"4.19619",0.3,144.5,0,"0.245",235.5,0,"0.0"
"58578","2018-08-19 20:45:00",1564,13.25,20.58,18.83,68.59,20.04,62.04,-0.432,-0.225,-6.71,-2.234,19.02,292.2,-0.207,-4.476,"0.496",-4.682,406.4,410.9,0.033,0.004,17.22,3.141,1.192,1.005,"4.119364",0.191,170.9,0,"0.3",279.5,0,"0.0"
"58579","2018-08-19 20:50:00",1565,13.24,20.46,18.8,68.39,20.12,61.74,-0.114,0.025,-5.968,-1.41,18.95,292.1,-0.139,-4.558,"NULL",-4.697,406.8,411.4,0.033,0.004,17.2,3.142,1.192,1.005,"4.068517",0.195,0,0,"0.253",290.3,0,"0.0"
"58580","2018-08-19 20:55:00",1566,13.24,20.37,18.81,68.99,20.24,61.36,-0.205,0.05,-6.275,-1.862,18.94,292.1,-0.255,-4.413,"NULL",-4.668,406.4,410.8,0.033,0.004,17.22,3.143,1.192,1.005,"4.018804",0.216,191.8,0,"0.271",0,0,"0.0"
"58581","2018-08-19 21:00:00",1567,13.24,20.28,18.85,68.66,20.27,61.19,0.159,0.2,-5.814,-1.144,18.93,292.1,-0.041,-4.67,"NULL",-4.711,406.8,411.5,0.034,0.004,17.21,3.143,1.192,1.005,"3.926188",0.231,159.7,0,"0.193",258.2,0,"0.0"
"58582","2018-08-19 21:05:00",1568,13.25,20.21,18.92,68.46,20.4,60.78,0.159,0.301,-5.686,-1.064,18.92,292.1,-0.141,-4.622,"NULL",-4.763,406.9,411.5,0.033,0.004,17.21,3.142,1.192,1.005,"3.878182",0.169,0,0,"0.288",326.4,0,"0.0"
"58583","2018-08-19 21:10:00",1569,13.24,20.15,18.95,69.52,20.49,60.56,-0.023,0.2,-6.915,-1.782,18.91,292.1,-0.223,-5.133,"NULL",-5.356,405.6,410.8,0.033,0.004,17.2,3.142,1.192,1.005,"3.80816",0.198,172.1,0,"0.192",0,0,"0.0"
"58584","2018-08-19 21:15:00",1570,13.24,20.08,18.85,70.15,20.36,61.11,-0.318,-0.1,-7.53,-2.022,18.83,292,-0.218,-5.508,"0.22",-5.726,404.6,410.1,0.033,0.004,17.19,3.142,1.192,1.005,"3.754515",0.215,0,0,"0.166",319.1,0,"0.0"
"58585","2018-08-19 21:20:00",1571,13.24,20.03,18.83,70.31,20.25,61.54,-0.227,0,-7.581,-2.261,18.8,291.9,-0.227,-5.32,"NULL",-5.547,404.3,409.6,0.033,0.004,17.19,3.142,1.192,1.005,"3.694098",0.126,0,0,"0.272",300.3,0,"0.0"
"58586","2018-08-19 21:25:00",1572,13.24,19.96,18.72,69.38,20.06,62.21,-0.341,-0.05,-7.632,-2.101,18.72,291.9,-0.291,-5.531,"NULL",-5.822,403.8,409.4,0.033,0.004,17.19,3.142,1.192,1.005,"3.634246",0.201,0,0,"0.213",0,0,"0.0"
"58587","2018-08-19 21:30:00",1573,13.24,19.9,18.61,70.06,19.94,62.71,-0.5,-0.175,-8.17,-2.261,18.67,291.8,-0.325,-5.909,"0.294",-6.234,403,408.9,0.033,0.004,17.19,3.142,1.192,1.005,"3.572703",0.223,112.7,0,"0.146",6.51,0,"0.0"
"58588","2018-08-19 21:35:00",1574,13.24,19.82,18.43,71.99,19.78,63.82,-0.978,-0.426,-9.19,-2.899,18.59,291.7,-0.552,-6.295,"0.422",-6.847,401.5,407.8,0.033,0.004,17.18,3.141,1.192,1.005,"3.520758",0.2,171.7,0,"0.176",163.3,0,"0.0"
"58589","2018-08-19 21:40:00",1575,13.24,19.76,18.29,72.5,19.48,64.88,-1.092,-0.576,-10.12,-3.006,18.48,291.6,-0.516,-7.111,"0.529",-7.626,400,407.1,0.033,0.004,17.17,3.143,1.192,1.005,"3.446796",0.173,0,0,"0.202",0,0,"0.0"
"58590","2018-08-19 21:45:00",1576,13.24,19.67,18.16,72.22,19.08,66.13,-1.001,-0.476,-10.35,-2.793,18.35,291.5,-0.525,-7.554,"0.463",-8.08,399,406.6,0.033,0.004,17.16,3.142,1.192,1.005,"3.404452",0.16,0,0,"0.232",0,0,"0.0"
"58591","2018-08-19 21:50:00",1577,13.24,19.59,18.06,72.65,18.91,66.74,-1.069,-0.476,-10.6,-2.926,18.25,291.4,-0.593,-7.677,"0.431",-8.27,398.2,405.9,0.033,0.004,17.16,3.143,1.192,1.005,"3.337831",0.206,0,0,"0.173",0,0,"0.0"
"58592","2018-08-19 21:55:00",1578,13.23,19.5,17.9,72.94,18.8,66.9,-0.932,-0.376,-9.14,-2.447,18.13,291.3,-0.557,-6.696,"0.398",-7.253,399,405.7,0.033,0.004,17.16,3.142,1.192,1.005,"3.294921",0.307,157.4,0,"0.285",191.6,0,"0.0"
"58593","2018-08-19 22:00:00",1579,13.23,19.4,17.83,73.55,18.72,67.44,-1.001,-0.501,-9.68,-2.607,18.03,291.2,-0.5,-7.074,"0.492",-7.574,397.9,405,0.033,0.004,17.16,3.143,1.192,1.005,"3.240713",0.14,182.2,0,"0.215",221.2,0,"0.0"
"58594","2018-08-19 22:05:00",1580,13.23,19.31,17.72,73.69,18.52,68.16,-1.001,-0.351,-9.76,-2.5,17.92,291.1,-0.65,-7.258,"0.347",-7.907,397.2,404.5,0.033,0.004,17.16,3.143,1.192,1.005,"3.187069",0.143,212,0,"0.176",0,0,"0.0"
"58595","2018-08-19 22:10:00",1581,13.23,19.22,17.62,73.63,18.39,68.43,-0.955,-0.351,-9.09,-2.421,17.8,291,-0.604,-6.671,"0.36",-7.276,397.2,403.9,0.033,0.004,17.16,3.141,1.192,1.005,"3.13625",0.174,0,0,"0.223",258.4,0,"0.0"
"58596","2018-08-19 22:15:00",1582,13.23,19.12,17.55,74.06,18.41,68.53,-0.682,-0.25,-7.94,-1.995,17.71,290.9,-0.432,-5.945,"0.367",-6.376,397.9,403.8,0.033,0.004,17.14,3.143,1.192,1.005,"3.085434",0.174,162.1,0,"0.259",261.2,0,"0.0"
"58597","2018-08-19 22:20:00",1583,13.23,19.03,17.43,74.46,18.36,68.85,-0.841,-0.25,-8.3,-2.128,17.63,290.8,-0.591,-6.17,"0.303",-6.761,397.1,403.2,0.033,0.004,17.14,3.141,1.192,1.005,"3.034056",0.165,145,0,"0.223",293.5,0,"0.0"
"58598","2018-08-19 22:25:00",1584,13.22,18.94,17.36,74.71,18.28,69.23,-0.682,-0.25,-8.04,-1.889,17.53,290.7,-0.432,-6.154,"0.367",-6.585,396.8,402.9,0.033,0.004,17.15,3.142,1.192,1.005,"3.003006",0.164,0,0,"0.262",262.2,0,"0.0"
"58599","2018-08-19 22:30:00",1585,13.22,18.85,17.3,75.1,18.29,69.17,-0.569,-0.1,-7.965,-1.516,17.48,290.6,-0.468,-6.449,"0.147",-6.917,396.6,403,0.033,0.004,17.13,3.143,1.192,1.005,"2.930178",0.298,141.9,0,"0.176",0,0,"0.0"
"58600","2018-08-19 22:35:00",1586,13.22,18.77,17.35,75.19,18.29,69.32,-0.205,0.15,-7.683,-1.197,17.41,290.6,-0.355,-6.486,"NULL",-6.841,396.5,402.9,0.033,0.004,17.13,3.142,1.192,1.005,"2.877673",0.243,172.7,0,"0.192",284.1,0,"0.0"
"58601","2018-08-19 22:40:00",1587,13.22,18.69,17.26,75.3,18.26,69.6,-0.5,-0.1,-7.479,-1.41,17.39,290.5,-0.4,-6.069,"0.147",-6.469,396.5,402.6,0.033,0.004,17.12,3.142,1.192,1.005,"2.826292",0.268,162.2,0,"0.275",254.6,0,"0.0"
"58602","2018-08-19 22:45:00",1588,13.22,18.61,17.21,75.66,18.26,69.7,-0.5,-0.075,-7.504,-1.436,17.31,290.5,-0.425,-6.068,"0.11",-6.493,396.1,402.1,0.033,0.004,17.12,3.143,1.192,1.005,"2.781114",0.235,0,0,"0.233",262.5,0,"0.0"
"58603","2018-08-19 22:50:00",1589,13.22,18.54,17.2,75.83,18.26,69.82,-0.296,0.125,-7.095,-1.037,17.29,290.4,-0.421,-6.057,"-0.551",-6.478,396.4,402.5,0.033,0.004,17.1,3.143,1.192,1.005,"2.722382",0.147,144.5,0,"0.212",0,0,"0.0"
"58604","2018-08-19 22:55:00",1590,13.22,18.47,17.15,76.21,18.34,69.65,-0.364,-0.05,-7.171,-1.277,17.24,290.4,-0.314,-5.895,"0.0",-6.208,396,401.9,0.033,0.004,17.11,3.142,1.192,1.005,"2.673815",0.236,199.3,0,"0.237",261,0,"0.0"
"58605","2018-08-19 23:00:00",1591,13.21,18.4,17.07,76.8,18.2,70.56,-0.591,-0.15,-7.479,-1.277,17.18,290.3,-0.441,-6.202,"0.22",-6.643,395.4,401.6,0.033,0.004,17.1,3.141,1.192,1.005,"2.641627",0.133,306.8,0,"0.293",294.7,0,"0.0"
"58606","2018-08-19 23:05:00",1592,13.21,18.34,17.05,77.24,18.21,70.62,-0.318,0.15,-7.197,-0.958,17.11,290.3,-0.469,-6.24,"-0.661",-6.708,395.3,401.5,0.033,0.004,17.1,3.143,1.192,1.005,"2.578394",0.142,292,0,"0.27",307.4,0,"0.0"
"58607","2018-08-19 23:10:00",1593,13.21,18.28,17.02,78.15,18.14,71.22,-0.614,-0.075,-7.889,-1.25,17.09,290.2,-0.539,-6.639,"0.092",-7.177,394.5,401.1,0.033,0.004,17.1,3.142,1.192,1.005,"2.523634",0.116,226.4,0,"0.317",269.4,0,"0.0"
"58608","2018-08-19 23:15:00",1594,13.21,18.23,16.91,78.94,17.91,72.25,-0.66,-0.125,-8.25,-1.357,17.01,290.2,-0.534,-6.891,"0.165",-7.425,393.7,400.6,0.033,0.004,17.09,3.142,1.192,1.005,"2.473951",0.266,286.5,0,"0.281",294.7,0,"0.0"
"58609","2018-08-19 23:20:00",1595,13.21,18.15,16.87,79.17,17.82,72.76,-0.5,0.075,-8.2,-1.144,16.97,290.1,-0.576,-7.052,"-0.22",-7.628,393.5,400.6,0.033,0.004,17.09,3.143,1.192,1.005,"2.436117",0.176,0,0,"0.278",285.9,0,"0.0"
"58610","2018-08-19 23:25:00",1596,13.21,18.08,16.84,79.71,17.67,73.54,-0.637,0.05,-8.84,-1.383,16.89,290,-0.687,-7.453,"-0.11",-8.14,392.4,399.9,0.033,0.004,17.09,3.142,1.192,1.005,"2.40223",0.142,0,0,"0.295",262.9,0,"0.0"
"58611","2018-08-19 23:30:00",1597,13.21,18.02,16.73,80.3,17.5,74.54,-0.705,-0.125,-8.76,-1.277,16.85,290,-0.58,-7.483,"0.174",-8.06,392.2,399.7,0.033,0.004,17.08,3.143,1.192,1.005,"2.332212",0.199,218.5,0,"0.189",265.6,0,"0.0"
"58612","2018-08-19 23:35:00",1598,13.21,17.95,16.61,81,17.35,75.39,-0.819,-0.2,-9.02,-1.277,16.77,289.9,-0.618,-7.739,"0.239",-8.36,391.5,399.3,0.033,0.004,17.06,3.142,1.192,1.005,"2.288172",0.224,204.3,0,"0.254",0,0,"0.0"
"58613","2018-08-19 23:40:00",1599,13.21,17.89,16.51,81.3,17.22,76.03,-0.842,-0.251,-9.27,-1.33,16.67,289.8,-0.591,-7.942,"0.303",-8.53,390.8,398.7,0.033,0.004,17.07,3.142,1.192,1.005,"2.242444",0.136,0,0,"0.252",272.4,0,"0.0"
"58614","2018-08-19 23:45:00",1600,13.2,17.82,16.43,81.3,17.14,76.45,-0.796,-0.075,-8.73,-1.303,16.6,289.7,-0.721,-7.431,"0.083",-8.15,390.9,398.3,0.033,0.004,17.06,3.142,1.192,1.005,"2.222688",0.227,182.7,0,"0.18",0,0,"0.0"
"58615","2018-08-19 23:50:00",1601,13.2,17.75,16.38,81.4,17.07,76.74,-0.637,0.025,-7.991,-0.904,16.55,289.7,-0.662,-7.087,"-0.101",-7.749,391.4,398.5,0.033,0.004,17.07,3.141,1.192,1.005,"2.15889",0.279,205,0,"0.205",0,0,"0.0"
"58616","2018-08-19 23:55:00",1602,13.2,17.67,16.28,81.9,16.99,77.42,-0.91,-0.251,-8.2,-1.277,16.47,289.6,-0.659,-6.919,"0.275",-7.579,390.7,397.7,0.033,0.004,17.06,3.142,1.192,1.005,"2.133478",0.249,0,0,"0.262",265.5,0,"0.0"
